,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,electricity residential,derived heat residential,thermal uses residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,derived heat services,thermal uses services,total agriculture electricity,total agriculture heat,total agriculture machinery,total agriculture,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation
SK,16.274433740544108,0.6066878874227958,3.86479517856646,0.4601773246977492,1.871127174178766,0.6223313665387125,24.670544706743268,4.502961082471661,5.324976326998166,22.018880845488454,11.329033062302202,2.0929383508132253,1.5155294390305374,0.810020507989601,1.4908393494717878,0.9476569505560772,18.60390600253911,8.194092744813428,2.3353021935940115,14.545653635872348,0.252873044434499,1.1348010240616653,0.4438885786197412,1.8315626471159048,24.51789764096202,0.0378016561855252,0.0301281194985099,10.119168332403872,4.503923111242812e-05,1.8264188273916395,0.0377566169544127,2.456901865930201,0.0,10.085280495737797,0.5360986253061619,0.5360986253061619,0.3853396282592357,0.3853396282592357,0.1507589970469262,0.1507589970469262,0.4904426886431383,0.0148349725592682,0.0,0.4904426886431383,0.011648016114905,0.0031869564443632,0.011648016114905,0.4936296450875014,0.189569,0.2095002337441789,0.0
MA,80.372310906666,13.819023440188795,39.557576490863816,8.641524301473853,19.760765397495263,9.169181271047236,186.734573950555,80.18486078573926,0.0,141.46698671684436,44.38707191901384,10.384024487841591,13.789666475279082,7.391941124160933,17.800179339394454,13.43821278685975,125.67139313470406,81.29826081736151,0.0,85.33907109028121,3.4201273086846045,15.342477694688233,9.162390411860274,27.92499541523311,331.98656148730413,0.0016936958751923,5.574506816789147,194.4928579316821,0.0016936958751923,11.607993191831378,0.0,22.96786501955535,0.0,97.34333852744622,10.592495992600144,4.514991908109179,7.406098768146668,4.000539809592942,3.1863972244534766,0.5144520985162377,65.8381525590742,1.0762918525127656,24.535555543530545,41.30259701554366,0.4010277456494255,0.6752641068633399,24.936583289179968,41.977861122407,9.617504423289883,0.0,99.19194444444445
NG,80.372310906666,13.819023440188795,39.557576490863816,8.641524301473853,19.760765397495263,9.169181271047236,186.734573950555,80.18486078573926,0.0,141.46698671684436,44.38707191901384,10.384024487841591,13.789666475279082,7.391941124160933,17.800179339394454,13.43821278685975,125.67139313470406,81.29826081736151,0.0,85.33907109028121,3.4201273086846045,15.342477694688233,9.162390411860274,27.92499541523311,331.98656148730413,0.0016936958751923,5.574506816789147,194.4928579316821,0.0016936958751923,11.607993191831378,0.0,22.96786501955535,0.0,97.34333852744622,10.592495992600144,4.514991908109179,7.406098768146668,4.000539809592942,3.1863972244534766,0.5144520985162377,65.8381525590742,1.0762918525127656,24.535555543530545,41.30259701554366,0.4010277456494255,0.6752641068633399,24.936583289179968,41.977861122407,9.617504423289883,0.0,99.19194444444445
BJ,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
GT,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
VE,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
CR,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
PY,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
PA,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
KW,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
SM,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
VC,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
CN,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
SR,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
UY,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
MM,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
NI,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
LC,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
CA,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
HN,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
AM,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
NP,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
MN,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
KP,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
OM,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
SN,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
TZ,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
IL,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
TR,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
PK,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
BI,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
